City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
356,mandiana,10.6333,-8.6833,301.58,71,96,2.13,GN,1693929078
357,prachin buri,14.0833,101.6667,300.56,94,100,1.2,TH,1693929078
358,hays,30.0502,-98.0336,306.08,60,3,4.47,US,1693929078
359,howard springs,-12.497,131.047,298.1,85,76,1.27,AU,1693929078
360,pisco,-13.7,-76.2167,292.18,77,100,3.6,PE,1693929078
361,tharangambadi,11.0319,79.8528,299.27,83,100,1.99,IN,1693929078
362,genhe,50.7833,121.5167,282.21,91,52,0.63,CN,1693929079
363,nerchinsk,51.9833,116.5833,284.9,67,28,1.6,RU,1693929079
364,castillos,-34.1667,-53.8333,284.17,55,90,5.03,UY,1693929079
365,kiama,-34.6833,150.8667,287.59,70,3,0.89,AU,1693929079
